oferta_id,empresa,area,nivel_requerido,ciudad,modalidad,tipo_contrato,salario_minimo_cop,salario_maximo_cop,vacantes,skills_requeridos,estado,fecha_publicacion,dias_abierta
267,Bancolombia Digital,Frontend,Lead,Cartagena,Presencial,Práctica,10000000,11001034,3,CSS|Vue.js,Pausada,2024-06-24,106
268,MercadoLibre,BI & Analytics,Semi-Senior,Cali,Presencial,Freelance,4000000,7713781,1,SQL|DAX,Activa,2024-04-28,79
269,Siigo,Machine Learning,Semi-Senior,Pasto,Remoto,Medio Tiempo,4000000,5564002,2,MLflow|TensorFlow,Activa,2024-08-25,12
270,Bancolombia Digital,BI & Analytics,Junior,Montería,Remoto,Medio Tiempo,2000000,4935266,4,Python|SQL|DAX,Cerrada,2024-06-13,61
271,Addi,Data Science,Lead,Cartagena,Presencial,Freelance,10000000,11915988,5,Scikit-learn|SQL,Cerrada,2024-06-30,11
272,MercadoLibre,DevOps,Lead,Pereira,Presencial,Práctica,10000000,11378039,4,Docker|Kubernetes|Terraform|AWS,Cerrada,2024-03-16,38
273,Habi,Backend,Junior,Santa Marta,Presencial,Tiempo Completo,2000000,4825666,3,SQL|Node.js,Activa,2024-04-12,92
274,Globant,Mobile,Senior,Pereira,Presencial,Medio Tiempo,7000000,9945829,4,React Native|Dart|Flutter,Cerrada,2024-07-17,76
275,Arus,BI & Analytics,Semi-Senior,Cúcuta,Remoto,Tiempo Completo,4000000,6163681,4,SQL|Excel|Python,Cerrada,2024-08-30,51
276,Truora,Data Science,Junior,Pereira,Remoto,Freelance,2000000,5924827,2,R|Pandas|SQL|TensorFlow,Activa,2024-03-27,37
277,Truora,Mobile,Junior,Bucaramanga,Remoto,Freelance,2000000,4448504,4,Dart|Kotlin|Swift,Cerrada,2024-04-10,74
278,MercadoLibre,Machine Learning,Junior,Pasto,Presencial,Freelance,2000000,3945373,4,MLflow|Python|PyTorch|Scikit-learn,Cerrada,2024-03-11,63
279,Nequi,Ciberseguridad,Semi-Senior,Popayán,Presencial,Freelance,4000000,5265160,1,Linux|Wireshark|Kali,Pausada,2024-01-02,77
280,Truora,Full Stack,Senior,Santa Marta,Remoto,Tiempo Completo,7000000,9639196,3,Python|React,Activa,2024-01-09,107
281,Arus,Ciberseguridad,Junior,Montería,Remoto,Freelance,2000000,5049876,4,Wireshark|OWASP|Kali,Cerrada,2024-05-30,38
282,Bold,Mobile,Semi-Senior,Medellín,Presencial,Práctica,4000000,5345419,5,React Native|Dart|Flutter,Cerrada,2024-06-28,63
283,Siigo,Full Stack,Lead,Villavicencio,Híbrido,Tiempo Completo,10000000,12542425,3,Python|Docker|JavaScript,Cerrada,2024-02-14,76
284,Bold,Data Science,Semi-Senior,Armenia,Híbrido,Medio Tiempo,4000000,7419545,1,Python|Pandas|Scikit-learn,Activa,2024-09-21,40
285,Siigo,Data Science,Senior,Pasto,Presencial,Práctica,7000000,8139528,3,SQL|Pandas|R,Cerrada,2024-04-26,41
286,Leal,DevOps,Junior,Armenia,Híbrido,Práctica,2000000,5792869,2,Docker|Terraform|Kubernetes|Linux,Activa,2024-07-26,61
287,Addi,Diseño UX/UI,Semi-Senior,Montería,Presencial,Freelance,4000000,5340922,5,Prototyping|CSS|HTML|Sketch,Activa,2024-09-19,58
288,Habi,DevOps,Senior,Medellín,Presencial,Práctica,7000000,8860864,5,Linux|Terraform,Activa,2024-06-04,88
289,Leal,Diseño UX/UI,Lead,Bogotá,Híbrido,Freelance,10000000,13674625,3,Sketch|Figma,Cerrada,2024-06-03,83
290,Bancolombia Digital,Diseño UX/UI,Lead,Santa Marta,Híbrido,Práctica,10000000,13936678,1,HTML|Figma|Prototyping|Sketch,Activa,2024-07-24,88
291,Bancolombia Digital,DevOps,Semi-Senior,Cali,Presencial,Medio Tiempo,4000000,7423806,1,Terraform|Linux,Activa,2024-10-24,75
292,Truora,Backend,Semi-Senior,Barranquilla,Híbrido,Medio Tiempo,4000000,6756069,3,SQL|Python,Pausada,2024-04-14,99
293,Platzi,Ciberseguridad,Junior,Montería,Presencial,Freelance,2000000,3719808,4,OWASP|Wireshark,Activa,2024-03-21,4
294,Rappi Tech,Cloud,Semi-Senior,Manizales,Presencial,Freelance,4000000,7881855,5,Docker|Kubernetes|Terraform,Cerrada,2024-02-27,46
295,Leal,Ciberseguridad,Junior,Bucaramanga,Remoto,Freelance,2000000,5259086,4,Wireshark|Linux|Kali|Python,Activa,2024-07-07,34
296,Siigo,Cloud,Senior,Medellín,Híbrido,Medio Tiempo,7000000,10909747,1,Terraform|Docker|AWS,Activa,2024-10-02,15
297,Arus,BI & Analytics,Lead,Manizales,Híbrido,Tiempo Completo,10000000,12441749,5,DAX|Tableau|Power BI,Activa,2024-01-27,14
298,Konrad Lorenz Tech,Full Stack,Junior,Bogotá,Remoto,Práctica,2000000,3194537,1,Node.js|JavaScript|SQL|Python,Activa,2024-03-20,53
299,Inlaze,DevOps,Junior,Tunja,Remoto,Tiempo Completo,2000000,4905311,2,AWS|Terraform|Kubernetes|Jenkins,Activa,2024-09-27,22
300,Inlaze,Mobile,Senior,Ibagué,Remoto,Tiempo Completo,7000000,9919495,2,Swift|React Native|Kotlin|Dart,Activa,2024-10-23,44
301,Addi,Backend,Junior,Tunja,Remoto,Práctica,2000000,5484438,1,Spring Boot|SQL,Cerrada,2024-07-16,24
302,Pragma,BI & Analytics,Lead,Bogotá,Híbrido,Tiempo Completo,10000000,13224590,2,Python|SQL,Cerrada,2024-05-02,89
303,Addi,Full Stack,Semi-Senior,Pereira,Híbrido,Freelance,4000000,6176967,3,React|Node.js|Python|SQL,Activa,2024-07-14,81
304,TechCorp Colombia,Full Stack,Lead,Cali,Remoto,Tiempo Completo,10000000,12238305,2,Python|JavaScript|Docker,Activa,2024-07-10,28
305,Bold,Frontend,Semi-Senior,Pasto,Remoto,Tiempo Completo,4000000,5766046,5,HTML|JavaScript|React,Pausada,2024-10-18,58
306,Bold,Machine Learning,Lead,Bogotá,Remoto,Freelance,10000000,12016208,4,PyTorch|TensorFlow|Scikit-learn,Activa,2024-06-06,6
307,Platzi,Mobile,Junior,Neiva,Presencial,Freelance,2000000,5850741,1,Kotlin|Swift|Flutter|React Native,Pausada,2024-07-23,106
308,Truora,Diseño UX/UI,Lead,Manizales,Híbrido,Freelance,10000000,12159495,4,HTML|Figma,Activa,2024-04-11,17
309,Bold,BI & Analytics,Lead,Popayán,Presencial,Freelance,10000000,13454956,1,Python|Power BI|Excel|Tableau,Activa,2024-10-24,40
310,MercadoLibre,Data Science,Senior,Popayán,Presencial,Medio Tiempo,7000000,8695355,4,Pandas|TensorFlow|Python,Activa,2024-03-06,2
311,MercadoLibre,Ciberseguridad,Lead,Pereira,Presencial,Práctica,10000000,13559669,5,Wireshark|OWASP|Linux|Python,Pausada,2024-03-20,76
312,Leal,QA,Lead,Tunja,Híbrido,Práctica,10000000,13978440,4,Selenium|Postman|Cypress,Activa,2024-04-05,48
313,Inlaze,DevOps,Senior,Bucaramanga,Remoto,Freelance,7000000,10550173,2,Linux|Kubernetes|Docker|AWS,Activa,2024-04-12,78
314,TechCorp Colombia,Frontend,Lead,Bogotá,Remoto,Tiempo Completo,10000000,12214640,3,React|CSS|JavaScript,Activa,2024-08-26,120
315,Bancolombia Digital,Mobile,Semi-Senior,Cúcuta,Híbrido,Tiempo Completo,4000000,5913213,3,React Native|Kotlin|Flutter|Swift,Activa,2024-04-14,67
316,Runa,Frontend,Junior,Tunja,Presencial,Freelance,2000000,5815895,4,Vue.js|CSS,Activa,2024-03-10,38
317,Bancolombia Digital,Diseño UX/UI,Semi-Senior,Popayán,Remoto,Medio Tiempo,4000000,6412782,2,CSS|Figma|Adobe XD,Activa,2024-09-05,55
318,Pragma,Cloud,Lead,Tunja,Remoto,Freelance,10000000,12687361,5,Kubernetes|GCP|Azure,Activa,2024-01-03,11
319,Bold,Full Stack,Junior,Montería,Presencial,Tiempo Completo,2000000,5207010,4,Docker|Node.js|JavaScript|React,Activa,2024-09-02,20
320,Truora,DevOps,Senior,Santa Marta,Remoto,Medio Tiempo,7000000,9333736,2,Terraform|Jenkins|AWS|Docker,Pausada,2024-04-09,62
321,Truora,Data Science,Junior,Armenia,Presencial,Medio Tiempo,2000000,5694268,2,Pandas|Python,Activa,2024-06-28,8
322,Bancolombia Digital,Machine Learning,Semi-Senior,Cartagena,Híbrido,Freelance,4000000,7608914,5,MLflow|Scikit-learn,Activa,2024-02-06,76
323,Bold,DevOps,Semi-Senior,Medellín,Remoto,Freelance,4000000,5771116,3,Jenkins|Terraform|Docker,Cerrada,2024-06-07,45
324,Addi,Mobile,Lead,Bogotá,Presencial,Práctica,10000000,11539684,2,React Native|Dart,Activa,2024-02-03,119
325,Habi,QA,Junior,Cali,Presencial,Tiempo Completo,2000000,5885937,5,Pytest|Cypress|Postman,Cerrada,2024-07-01,21
326,Rappi Tech,Machine Learning,Senior,Santa Marta,Presencial,Práctica,7000000,8807762,3,MLflow|Python|PyTorch,Activa,2024-02-07,72
327,Globant,QA,Junior,Ibagué,Presencial,Freelance,2000000,4137698,5,Selenium|JMeter|Cypress|Pytest,Activa,2024-07-06,32
328,Bancolombia Digital,Ciberseguridad,Junior,Cúcuta,Remoto,Medio Tiempo,2000000,3052854,3,Kali|Python|Linux|OWASP,Activa,2024-06-08,16
329,MercadoLibre,Diseño UX/UI,Semi-Senior,Cali,Híbrido,Tiempo Completo,4000000,7856206,2,Prototyping|Figma,Activa,2024-07-20,99
330,Platzi,DevOps,Senior,Tunja,Presencial,Freelance,7000000,10635457,1,Kubernetes|AWS,Cerrada,2024-09-30,79
331,Habi,QA,Semi-Senior,Ibagué,Remoto,Práctica,4000000,6184826,4,Pytest|Postman|JMeter|Cypress,Cerrada,2024-04-15,36
332,Bancolombia Digital,Frontend,Semi-Senior,Pereira,Híbrido,Práctica,4000000,6258211,3,TypeScript|HTML,Cerrada,2024-09-14,74
333,Bancolombia Digital,Data Science,Lead,Bucaramanga,Remoto,Tiempo Completo,10000000,13514423,5,Python|TensorFlow,Activa,2024-05-24,111
334,Leal,DevOps,Semi-Senior,Villavicencio,Remoto,Tiempo Completo,4000000,6406290,5,Jenkins|Kubernetes,Activa,2024-06-22,72
335,MercadoLibre,BI & Analytics,Semi-Senior,Barranquilla,Remoto,Práctica,4000000,5135679,3,Tableau|Power BI,Pausada,2024-03-22,19
336,TechCorp Colombia,Machine Learning,Lead,Armenia,Presencial,Freelance,10000000,12524035,3,SQL|TensorFlow|MLflow|Python,Activa,2024-01-30,111
337,PSL,Ciberseguridad,Junior,Villavicencio,Híbrido,Tiempo Completo,2000000,5590345,5,Burp Suite|OWASP|Wireshark,Activa,2024-05-04,74
338,Addi,BI & Analytics,Semi-Senior,Bucaramanga,Remoto,Freelance,4000000,7949111,5,SQL|Power BI,Activa,2024-01-02,47
339,Rappi Tech,Diseño UX/UI,Lead,Tunja,Presencial,Tiempo Completo,10000000,11544168,3,Figma|Sketch|HTML,Activa,2024-10-11,117
340,Bancolombia Digital,Cloud,Lead,Ibagué,Remoto,Práctica,10000000,11991969,1,GCP|AWS,Activa,2024-05-02,56
341,Addi,Frontend,Junior,Santa Marta,Remoto,Tiempo Completo,2000000,3045923,2,HTML|React,Activa,2024-03-01,22
342,Pragma,Full Stack,Junior,Pasto,Remoto,Tiempo Completo,2000000,5551437,3,Node.js|Python|SQL,Activa,2024-04-12,99
343,Siigo,Diseño UX/UI,Senior,Barranquilla,Híbrido,Medio Tiempo,7000000,9645942,1,Sketch|HTML,Activa,2024-09-30,56
344,PSL,QA,Lead,Ibagué,Presencial,Freelance,10000000,13643101,5,Cypress|Postman|JMeter,Pausada,2024-01-23,41
345,Siigo,Mobile,Senior,Popayán,Remoto,Tiempo Completo,7000000,10338064,1,React Native|Kotlin|Dart|Swift,Cerrada,2024-03-02,80
346,PSL,Cloud,Semi-Senior,Cúcuta,Presencial,Práctica,4000000,6703493,2,Terraform|Docker,Cerrada,2024-07-08,29
347,Konrad Lorenz Tech,Ciberseguridad,Junior,Montería,Presencial,Tiempo Completo,2000000,3984544,4,Kali|Wireshark,Activa,2024-08-03,108
348,Bold,BI & Analytics,Junior,Bogotá,Presencial,Práctica,2000000,5685809,2,Power BI|Tableau,Cerrada,2024-07-26,12
349,Inlaze,Backend,Senior,Pasto,Remoto,Tiempo Completo,7000000,9570594,2,FastAPI|Spring Boot,Cerrada,2024-02-04,66
350,Addi,Full Stack,Junior,Armenia,Remoto,Freelance,2000000,4775225,1,Node.js|React,Activa,2024-08-13,74
351,PSL,Frontend,Senior,Cali,Remoto,Medio Tiempo,7000000,10477703,3,HTML|TypeScript,Activa,2024-10-17,34
352,Nequi,Mobile,Senior,Barranquilla,Híbrido,Freelance,7000000,10912510,4,Flutter|Dart|Kotlin,Activa,2024-06-12,93
353,Addi,Cloud,Lead,Cúcuta,Híbrido,Práctica,10000000,13435785,2,Docker|Azure,Activa,2024-07-17,114
354,Habi,DevOps,Senior,Armenia,Presencial,Práctica,7000000,9660894,5,Docker|Kubernetes|Terraform,Pausada,2024-07-10,88
355,Truora,Diseño UX/UI,Lead,Cali,Híbrido,Freelance,10000000,12024922,1,Sketch|Figma,Cerrada,2024-02-21,82
356,Addi,Machine Learning,Senior,Armenia,Remoto,Medio Tiempo,7000000,8795465,2,TensorFlow|SQL|Scikit-learn|MLflow,Cerrada,2024-09-02,37
357,MercadoLibre,Mobile,Junior,Tunja,Remoto,Freelance,2000000,4006939,2,Dart|Swift|React Native|Flutter,Cerrada,2024-08-23,58
358,Siigo,Ciberseguridad,Lead,Bucaramanga,Remoto,Freelance,10000000,13733451,2,Python|Wireshark,Activa,2024-05-02,88
359,TechCorp Colombia,Backend,Senior,Cali,Presencial,Medio Tiempo,7000000,8956104,2,Node.js|SQL,Activa,2024-05-30,18
360,Habi,Full Stack,Junior,Popayán,Remoto,Tiempo Completo,2000000,5821373,4,Node.js|Docker,Activa,2024-06-13,111
361,Pragma,Diseño UX/UI,Senior,Villavicencio,Remoto,Práctica,7000000,9357308,4,Sketch|Figma|CSS|HTML,Activa,2024-02-05,26
362,PSL,Diseño UX/UI,Lead,Manizales,Remoto,Medio Tiempo,10000000,11773031,4,HTML|Prototyping,Pausada,2024-03-18,117
363,Nequi,Ciberseguridad,Lead,Pereira,Remoto,Práctica,10000000,13123291,1,OWASP|Burp Suite|Python,Pausada,2024-07-24,119
364,Nequi,Ciberseguridad,Junior,Tunja,Presencial,Tiempo Completo,2000000,3998412,4,Linux|Wireshark|Kali,Cerrada,2024-06-20,88
365,Rappi Tech,Frontend,Senior,Medellín,Híbrido,Práctica,7000000,10969816,3,JavaScript|TypeScript|CSS,Cerrada,2024-03-08,73
366,Addi,QA,Semi-Senior,Neiva,Presencial,Medio Tiempo,4000000,6557136,5,Selenium|Cypress,Pausada,2024-08-08,107
367,Nequi,DevOps,Lead,Popayán,Híbrido,Freelance,10000000,13660416,4,Docker|Jenkins|AWS|Kubernetes,Cerrada,2024-05-14,62
368,Runa,QA,Lead,Pereira,Remoto,Medio Tiempo,10000000,13462369,5,Postman|Selenium|Pytest|Cypress,Cerrada,2024-10-21,79
369,Konrad Lorenz Tech,Data Science,Senior,Bogotá,Presencial,Medio Tiempo,7000000,8599460,4,R|TensorFlow,Cerrada,2024-08-11,47
370,Runa,Diseño UX/UI,Semi-Senior,Santa Marta,Presencial,Tiempo Completo,4000000,5548456,1,CSS|Figma|Prototyping|Sketch,Activa,2024-10-07,75
371,Platzi,Machine Learning,Senior,Ibagué,Remoto,Freelance,7000000,8068298,1,SQL|TensorFlow|MLflow,Cerrada,2024-04-03,67
372,Truora,DevOps,Senior,Cúcuta,Remoto,Medio Tiempo,7000000,9430291,4,Terraform|Linux,Cerrada,2024-09-15,72
373,Pragma,Cloud,Semi-Senior,Pereira,Presencial,Práctica,4000000,5242466,3,Docker|AWS|Terraform,Cerrada,2024-05-28,18
374,Nequi,Diseño UX/UI,Junior,Santa Marta,Híbrido,Freelance,2000000,4681135,3,Adobe XD|HTML|Figma|Prototyping,Activa,2024-10-21,77
375,Bold,QA,Lead,Santa Marta,Híbrido,Práctica,10000000,11808652,5,JMeter|Pytest|Selenium|Cypress,Activa,2024-01-02,110
376,Platzi,Backend,Junior,Medellín,Híbrido,Medio Tiempo,2000000,4749783,1,SQL|Node.js,Activa,2024-03-08,1
377,Bold,QA,Senior,Popayán,Presencial,Freelance,7000000,9386401,4,Postman|Cypress|Pytest,Cerrada,2024-09-24,61
378,MercadoLibre,QA,Junior,Santa Marta,Presencial,Práctica,2000000,4151744,1,Postman|JMeter|Cypress,Activa,2024-07-16,68
379,Bancolombia Digital,Frontend,Senior,Pasto,Remoto,Práctica,7000000,9604801,3,Vue.js|HTML,Activa,2024-02-24,20
380,Inlaze,Mobile,Junior,Armenia,Presencial,Tiempo Completo,2000000,3602806,2,React Native|Flutter|Kotlin|Dart,Activa,2024-07-27,117
381,Bancolombia Digital,QA,Lead,Cali,Presencial,Tiempo Completo,10000000,12028235,4,Pytest|Cypress|Postman,Activa,2024-06-01,104
382,Bancolombia Digital,Full Stack,Lead,Bucaramanga,Remoto,Freelance,10000000,11203471,5,Python|Node.js,Cerrada,2024-09-30,38
383,Nequi,Diseño UX/UI,Junior,Santa Marta,Híbrido,Tiempo Completo,2000000,5448977,4,CSS|HTML|Sketch,Cerrada,2024-08-31,86
384,Pragma,Mobile,Senior,Tunja,Presencial,Tiempo Completo,7000000,8879733,3,Kotlin|Dart,Activa,2024-05-18,68
385,Nequi,Data Science,Lead,Pasto,Presencial,Práctica,10000000,12254747,5,Pandas|R|SQL,Pausada,2024-01-08,74
386,Konrad Lorenz Tech,Full Stack,Junior,Tunja,Remoto,Medio Tiempo,2000000,5759269,4,Docker|JavaScript,Activa,2024-05-08,35
387,Komet Sales,DevOps,Junior,Popayán,Híbrido,Medio Tiempo,2000000,4393027,5,Jenkins|Kubernetes,Activa,2024-01-09,60
388,Globant,Data Science,Semi-Senior,Neiva,Híbrido,Práctica,4000000,6976209,3,SQL|Python|TensorFlow|Scikit-learn,Activa,2024-08-23,47
389,Arus,Cloud,Lead,Popayán,Híbrido,Medio Tiempo,10000000,11845012,1,GCP|Docker|Terraform|Kubernetes,Activa,2024-03-07,108
390,Globant,Cloud,Senior,Montería,Remoto,Medio Tiempo,7000000,10712468,2,Kubernetes|GCP|Terraform|Docker,Activa,2024-08-07,4
391,MercadoLibre,Machine Learning,Senior,Neiva,Presencial,Práctica,7000000,9226983,5,Python|Scikit-learn|MLflow|SQL,Activa,2024-08-15,25
392,Rappi Tech,Machine Learning,Semi-Senior,Pasto,Remoto,Tiempo Completo,4000000,6966034,5,Scikit-learn|PyTorch,Activa,2024-05-30,100
393,Addi,QA,Senior,Tunja,Híbrido,Tiempo Completo,7000000,9763320,2,Pytest|JMeter,Activa,2024-08-23,93
394,Habi,Backend,Lead,Popayán,Híbrido,Tiempo Completo,10000000,11635455,2,FastAPI|SQL,Activa,2024-10-20,8
395,Platzi,QA,Senior,Neiva,Remoto,Freelance,7000000,9954610,4,JMeter|Cypress|Pytest|Postman,Activa,2024-05-12,10
396,Runa,QA,Semi-Senior,Popayán,Remoto,Tiempo Completo,4000000,6897641,2,Selenium|Postman|Pytest|Cypress,Activa,2024-02-03,46
397,Komet Sales,Cloud,Senior,Popayán,Híbrido,Práctica,7000000,8703167,4,Docker|Kubernetes|Terraform,Cerrada,2024-04-17,74
398,Inlaze,BI & Analytics,Semi-Senior,Bogotá,Remoto,Tiempo Completo,4000000,7874137,4,Python|SQL|Power BI|Excel,Activa,2024-03-18,31
399,Konrad Lorenz Tech,Full Stack,Junior,Cali,Híbrido,Tiempo Completo,2000000,3648801,5,SQL|JavaScript|React|Python,Cerrada,2024-10-03,76
400,TechCorp Colombia,Full Stack,Lead,Villavicencio,Presencial,Tiempo Completo,10000000,11496696,1,React|Python|Docker,Activa,2024-03-08,29
